"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Separable-Unet with Stochastic Weight Averaging","Yes","New","Yes","Segmentation","Yes","Melanoma and non-melanoma","ISIC 2016, ISIC 2017, PH2 datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Dice Coefficient, Jaccard Index","93.03% Dice Coefficient, 89.25% Jaccard Index (ISIC 2016), 86.93% Dice Coefficient, 79.26% Jaccard Index (ISIC 2017), 94.13% Dice Coefficient, 89.40% Jaccard Index (PH2)","Yes","Yes","Not informed","Efficient skin lesion segmentation using separable-Unet with stochastic weight averaging"
"Extended-Incremental Convolutional Neural Network (E-ICNN)","Yes","New","No","Classification","Yes","Various (Melanoma, Basal Cell Carcinoma, etc.)","ISIC 2018 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy","More than 95% Accuracy","No","No","Not informed","Classification of Skin Lesions by using Extended-Incremental Convolutional Neural Network"
"Xception Convolutional Neural Network","Yes","Adaptation","No","Classification","Yes","Basal Cell Carcinoma","Xiangya Skin Disease Dataset","150223","Not informed","Not informed","Not informed","Yes","Not informed","Yes","Accuracy, Area Under Curve (AUC)","93.596% Accuracy, AUC values of 0.974 and 0.969","No","No","Not informed","Clinical image identification of basal cell carcinoma and pigmented nevi based on convolutional neural network"
"Attention Residual Learning Convolutional Neural Network (ARL-CNN)","Yes","New","Yes","Classification","Yes","Melanoma","ISIC-skin 2017 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","State-of-the-art performance","Yes","No","Not informed","Attention Residual Learning for Skin Lesion Classification"
"Automated Deep Learning Design","Yes","Not informed","No","Classification","Yes","Various","HAM10000, MESSIDOR, Guangzhou Medical University, Shiley Eye Institute, NIH dataset","Not informed","Not informed","Not informed","Internal and External Validation","Not informed","Not informed","Yes, state-of-the-art performing deep learning algorithms","Sensitivity, Specificity, Positive Predictive Value, Area under the Precision Recall Curve (AUPRC)","73.3-97.0% Sensitivity, 67-100% Specificity, AUPRC 0.87-1.00","Yes","Yes","Quality of open-access datasets, absence of measurement for precision","Automated deep learning design for medical image classification by health-care professionals with no coding experience: a feasibility study"
"Convolutional Neural Network (CNN)","Yes","Not informed","No","Classification","Yes","Melanoma","4204 biopsy-proven images of melanoma and nevi","804 (test set)","Yes (1:1 ratio of melanoma and nevi)","Not informed","McNemar's tests","Not informed","Not informed","Yes (dermatologists' classification)","Sensitivity, Specificity, Overall Correctness","82.3% Sensitivity, 77.9% Specificity","Yes (outperformed dermatologists)","No","Not informed","Deep neural networks are superior to dermatologists in melanoma image classification"
"SkinSeg - Machine Learning Approach","Yes","New","Yes","Identification of Skin Morphology","Yes","Not informed","UWB-RSOM data from 12 human participants","Not informed","Not informed","Yes (data processing and transformation)","Leave-one-out strategy","Not informed","Not informed","Yes (traditional machine learning and deep learning algorithms)","Classification Accuracy","86.89% Mean Classification Accuracy using Random Forest","No","No","Not informed","Fully automated identification of skin morphology in raster-scan optoacoustic mesoscopy using artificial intelligence"
"Not informed","Yes","Not informed","No","Prediction","Not informed","Melanoma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Need for prospective data","Prediction of melanoma evolution in melanocytic nevi via artificial intelligence: A call for prospective data"
"Not informed","Yes","Not informed","No","Review of Dermoscopy in China","Not informed","Not informed","Chinese Skin Image Database","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Needs to address more challenges in the future","Dermoscopy in China: Current status and future prospective"
"Artificial Neural Network (ANN) with ABCD Rule","Yes","Not informed","Yes","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Yes (Dull Razor algorithm for hair removal, Chan-Vese method for segmentation)","Not informed","No","Not informed","No","Overall Accuracy","98% Overall Accuracy","No","No","Not informed","Melanoma diagnosis from dermoscopy images using artificial neural network"
"Not informed","Yes","Not informed","No","Review of Deep Learning Techniques for Cancer Diagnosis","Not informed","Various (Breast, Lung, Brain, Skin)","Not informed","Not informed","Not informed","Pre-processing mentioned as part of framework","Not informed","Not informed","Not informed","No","ROC Curve, AUC, F1 Score, Accuracy, Specificity, Sensitivity, Precision, Dice-Coefficient, Average Accuracy, Jaccard Index","Not informed","No","No","Not informed","Cancer diagnosis using deep learning: A bibliographic review"
"Hybrid Lempel–Ziv–Welch and Clipped Histogram Equalization","No","Not informed","Yes","Compression","Not informed","Not informed","Magnetic Resonance Imaging (MRI) dataset","Not informed","Not informed","Yes (median filter)","Not informed","Not informed","Not informed","Yes","Compression Ratio, Peak Signal to Noise Ratio, Mean Square Error","Not informed","Yes","No","Not informed","Hybrid Lempel–Ziv–Welch and clipped histogram equalization based medical image compression"
"First-order Feature Extraction using MLP NN","Yes","Not informed","No","Classification","Yes","Melanoma","Not informed","4 sets of test images","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy","85.71% Accuracy","No","No","Not informed","First-order Feature Extraction Methods for Image Texture and Melanoma Skin Cancer Detection"
"Risk-aware Bayesian Deep Learning Classifier","Yes","New","No","Classification","Yes","Various (7 common skin lesion categories)","HAM10000 dataset","Not informed","Not informed","Not informed","Not informed","Yes (using DenseNet-169 model)","Not informed","Yes","Classification Accuracy","90% Classification Accuracy (hybrid physician-machine workflow), 83.59% (Bayesian deep network alone)","No","No","Not informed","Risk-aware machine learning classifier for skin lesion diagnosis"
"Multi-grid Phase Field Model","Yes","New","Yes","Segmentation","Not informed","Skin tumor","Clinical dataset of 12 images","12","Not informed","Not informed","Comparison with reference methods","Not informed","Not informed","Yes","Sensitivity, Dice Index","12% increase in sensitivity, 59% increase in Dice Index","No","No","Not informed","Multi-grid phase field skin tumor segmentation in 3D ultrasound images"
"Fuzzy-based Classification Approach","Yes","New","No","Classification","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","A scheme to classify skin through geographic distribution of tonalities using fuzzy based classification approach"
"Fuzzy Logic and GLCM","Yes","New","Yes","Diagnosis","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","No","Not informed","Good results (implementation section)","No","No","Not informed","Skin Cancer Diagnosis by Using Fuzzy Logic and GLCM"
"Firefly Algorithm for Rational Bézier Border Reconstruction","Yes","Not informed","No","Border Reconstruction","Not informed","Melanoma","Macroscopic medical images of melanomas","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Firefly algorithm approach for rational bézier border reconstruction of skin lesions from macroscopic medical images"
"Not informed","No","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Skin Transcriptome of Middle-Aged Women Supplemented With Natural Herbo-mineral Shilajit Shows Induction of Microvascular and Extracellular Matrix Mechanisms"
"i-Rash using SqueezeNet","Yes","Adaptation","No","Classification","Yes","Not informed (inflammatory skin lesions)","Skin image dataset (1856 images)","1856","Not informed","Not informed","Not informed","Yes","Not informed","No","Accuracy, Sensitivity, Specificity","97.21% Accuracy, 94.42% Sensitivity, 98.14% Specificity","No","No","Not informed","An intelligent inflammatory skin lesions classification scheme for mobile devices"
"Not informed","Yes","Not informed","Not informed","Classification","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","The Possibility of Deep Learning-Based, Computer-Aided Skin Tumor Classifiers"
"Transfer Learning using Pre-trained CNN Weights","No","Adaptation","Yes","Prediction","Yes","Not informed","ILSVRC library, Seismic data","Not informed","Not informed","Transformation of seismic data into pseudo-RGB format","Not informed","Yes","Not informed","No","Not informed","Not informed","No","Yes","Limited amounts of data available for specialized work","Transforming seismic data into pseudo-RGB images to predict CO2 leakage using pre-learned convolutional neural networks weights"
"Style Transfer-based Image Synthesis","Yes","Not informed","No","Classification","Not informed","Not informed","Not informed","Not informed","Not informed","Yes (data augmentation using neural style transfer)","Not informed","Mentioned as a regularization technique, but not used in the proposed approach","Yes (using neural style transfer to generate new images)","No","Not informed","Not informed","No","No","Not informed","Style transfer-based image synthesis as an efficient regularization technique in deep learning"
"DermoDeep","Yes","New","Yes","Classification","Yes","Melanoma","Region-of-interest (ROI) PSLs dataset (2800 images)","2800","Yes","Not informed","Not informed","Not informed","Not informed","Yes","Sensitivity, Specificity, Area under the Receiver Operating Characteristics (AUC) curve","AUC: 0.96, SE: 93%, SP: 95%","Yes","No","Not informed","DermoDeep-A classification of melanoma-nevus skin lesions using multi-feature fusion of visual features and deep neural network"
