"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Convolutional neural network with transfer learning and logistic regression","Yes","Adaptation","Yes, combining convolutional neural network with logistic regression","Classification","Not informed","Malignant skin lesions","International Skin Imaging Collaboration archive","Not informed","Not informed","Data curation involved collecting, labeling, and preparing a dataset","Various validation metrics (accuracy, precision, recall, F1-score)","Yes, using transfer learning approach with Create ML","Not informed","No","Accuracy, precision, recall, and F1-score","92% accuracy, 90% precision, 93% recall, and 91% F1-score","No","No","Model architecture and object detection capabilities can be further improved","A machine learning approach for skin lesion classification on iOS: implementing and optimizing a convolutional transfer learning model with Create ML"
"Convolutional Neural Network (CNN) with Keras Sequential API","Yes","Existing","No","Classification","Yes, using convolutional neural network (CNN)","Seven different types of chronic lesions","HAM10000 dataset","10,015 skin growth images","Not informed","Yes, using several data pre-processing techniques","Comparison with pre-trained models (ResNet50, DenseNet121, VGG11)","Yes, using transfer learning models for comparison","Not informed","Yes, compared with other deep learning models (ResNet50, DenseNet121, VGG11)","Accuracy of skin growth classification","97.12% accuracy in predicting the type of skin growth","No","No, only tested on HAM10000 dataset","Not informed","A powerful deep learning method for skin cancer detection"
"CNN models for skin disease detection","Yes","Existing","No","Classification","Yes, using multiple convolutional layers of the CNN architecture","Melanoma and basal cell carcinoma (among other skin diseases)","DermNet dataset","Not informed","Not informed","Yes, using image scaling, normalization, and augmentation","Metrics with F1-score, precision, and recall","Not informed","Yes, used to ensure consistency and robustness of the method","No","F1-score, precision, and recall","High accuracy for classification of all classes","No","No","Need for more research and clinical validation","Skin Disease Detection System"
"Attention-based Deep Convolutional Capsule Network with Weighted Autoencoder (A-DCCN-WAE)","Yes","New","Yes, combining adaptive fuzzy c-means clustering, attention-based deep convolutional capsule network, and weighted autoencoder","Classification","Yes, using A-DCCN-WAE technique","Skin cancer","ISIC 2019 dataset","Not informed","Not informed","Yes, including histogram stretching, color constancy, hair removal, and noise elimination","Experimental results on ISIC 2019 dataset","Not informed","Not informed","No","Accuracy, Precision, F-measure, Mathew's correlation coefficient (MCC), and specificity","97% accuracy, 95.6% precision, 97.2% F-measure, 90.6% MCC, and 96.9% specificity","No","No","Not informed","An automated hybrid attention based deep convolutional capsule with weighted autoencoder approach for skin cancer classification"
"Adversarial attack algorithm using Generative Adversarial Networks (GANs)","Yes","New","No","Generating robust adversarial images for medical image classification","Not informed","Skin lesion, breast histology, and other diseases","Fundoscopy, chest x-ray, skin lesion, and breast histology datasets","Not informed","Not informed","Not informed","Extensive experiments across various medical image classification datasets","Not informed","Yes, using GANs to generate adversarial images","No","Attack success rates (81.36%, 95.23%, 77.75%, and 51.67% for each dataset)","Impressive attack success rates achieved across various medical image classification datasets","No","Yes, tested on fundoscopy, chest x-ray, skin lesion, and breast histology datasets","Not informed","Generating Robust Adversarial Images in Medical Image Classification using GANs"
"HSH-UNet (Hybrid selective high order interactive U-shaped model)","Yes","New","Yes, using hybrid selective higher-order interaction module HSHB embedded in the U-shaped model","Segmentation","Not informed","Skin lesions","Three public skin lesion datasets and a private dataset","Not informed (but mentioned that the code is available on GitHub with potentially more information)","Not informed","Not informed","Extensive experiments, ablation experiments, and comparison with state-of-the-art methods","Not informed","Not informed","Yes, compared with state-of-the-art methods","Performance metrics (not specified)","HSH-UNet demonstrates superiority over other state-of-the-art methods in skin lesion segmentation performance","Yes","Yes, tested on three public datasets and a private dataset","Not informed","HSH-UNet: Hybrid selective high order interactive U-shaped model for automated skin lesion segmentation"
"LMFUNet (Lightweight Multi-fusion UNet)","Yes","New","Yes, using multi-fusion approach with EMFE, MFF, and SCF modules","Segmentation","Yes, using Efficient Multi-scale Feature Extraction block (EMFE)","Skin lesions","ISIC2017, ISIC2018, and PH2 datasets","Not informed","Not informed","Not informed","In-depth tests on three public datasets","Not informed","Not informed","Yes, compared with other models in terms of performance and computational resources","Segmentation performance and computational resource requirements","LMFUNet demonstrates superior performance with low computational resource requirements","No","Yes, tested on ISIC2017, ISIC2018, and PH2 datasets","Not informed","LMFUNet: A Lightweight Multi-fusion UNet Based on Spiking Neural Systems for Skin Lesion Segmentation"
"Fine-tuned Xception model","Yes","Adaptation (pretrained Xception model)","No","Classification","Not informed","Skin cancer (seven classes of lesions)","HAM10000 dataset","Not informed","No, data imbalance effects mitigated through augmentation strategies","Advanced augmentation strategies applied","Comparative analysis with state-of-the-art methods","Yes, using fine-tuning techniques on pretrained Xception model","Yes, advanced augmentation strategies used to enhance robustness and mitigate data imbalance effects","Yes, benchmarked against state-of-the-art methods","Accuracy (96%)","Proposed fine-tuned Xception model exhibits superior efficiency and reliability compared to previous models","Yes","No, only tested on HAM10000 dataset","Not informed","Deep Learning for Skin Disease Detection"
"AFaPN (Attention-based Fusion ParNet)","Yes","New","Yes, using attention mechanism and ParNet block (PNA) with FaPN segmentation network","Segmentation","Yes, enhanced by PNA module","Skin lesions","ISIC2016 dataset","Not informed","Not informed","Not informed","Comparison with other advanced models on ISIC2016 dataset","Not informed","Not informed","Yes, compared with other popular algorithms","Segmentation performance comparison","AFaPN algorithm outperforms other popular algorithms","No","No, only tested on ISIC2016 dataset","Not informed","Research on Image Segmentation Based on Deep Learning Algorithm using Fusion Attention Mechanism"
"Custom Convolutional Neural Network (CNN) with image processing","Yes","New","Yes, combining image processing and CNN","Classification","Yes, using image processing techniques","Seven different types of skin cancer","Not informed","Not informed","Not informed","Yes, using image processing techniques","Testing phase with accuracy evaluation","No, custom CNN model is used","Not informed","Yes, compared with pre-trained CNN model","Accuracy (96%) and training time reduction","8-10% faster than pre-trained CNN model on CPU-based machine","No","Not informed","Not informed","Skin Cancer Classification Using Image Processing and Convolutional Neural Network"
