"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Xception","Yes","New","No","Classification","Not informed","Various","Xiangya Skin Disease Dataset","150223","Yes","Not informed","Test set of BCC and pigmented nevi","No","Not informed","Yes","Accuracy, AUC values (0.974 and 0.969)","93.596% Accuracy","Comparable to professional dermatologists","No","Not informed","Clinical image identification of basal cell carcinoma and pigmented nevi based on convolutional neural network"
"Attention Residual Learning Convolutional Neural Network (ARL-CNN)","Yes","New","No","Classification","Not informed","Melanoma","ISIC-skin 2017 dataset","481 images","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","State-of-the-art performance in skin lesion classification (not specified)","Not specified","Yes","No","Insufficiency of training data, inter-class similarity, intra-class variation","Attention Residual Learning for Skin Lesion Classification"
"Convolutional Neural Network (CNN)","Yes","New","No","Classification","Not informed","Melanoma","ISIC2018 datasets and biopsy-proven images of melanoma and nevi (1:1)","4204 + 804 = 5008","Yes, 1:1 ratio between classes","Not informed","McNemar's tests in 2 × 2 tables","No","Not informed","Yes, compared with dermatologists' classification","Sensitivity and specificity","82.3% sensitivity and 77.9% specificity for the CNN model","No information available about state-of-the-art methods in this context","Yes, tested on biopsy-proven images of melanoma and nevi (1:1)","Not informed","Deep neural networks are superior to dermatologists in melanoma image classification"
"SkinSeg","Yes","Adaptation","No","Classification","Yes","Various","Not informed","12 human participants","Not informed","Data processing and transformation, feature extraction","Repeated leave-one-out strategy","No","Not informed","Yes","Mean classification accuracy (86.89%)","Random forest with mean classification accuracy of 86.89%","No","No","Not informed","Fully automated identification of skin morphology in raster-scan optoacoustic mesoscopy using artificial intelligence"
"Not informed","Yes","Not informed","No","Classification","Not informed","Melanoma","Prospective image data from free mole-monitoring mobile apps","35","No","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy","Not informed","No","No","The current literature reveals certain types of melanocytic nevi (i.e. ‘spitzoid’ or ‘dysplastic’ nevi) and criteria (i.e. visible vasculature) that, in general, appear to have a higher chance to transform into melanoma.","Prediction of melanoma evolution in melanocytic nevi via artificial intelligence: A call for prospective data"
"Not informed","Yes","Not informed","No","Classification","Not informed","Various","Chinese Skin Image Database, ISIC2018 datasets","More than 380 articles published since 2000","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Diagnostic accuracy, therapeutic effect of treatment, and determining the treatment endpoint","More than 380 articles published since 2000","No","Not informed","Still needs to address more challenges in the future","Dermoscopy in China: Current status and future prospective"
"ANN model","Yes","New","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Dull razor algorithm for black hair removal and Chan-Vese method for segmentation","Not informed","Not informed","Not informed","No","Accuracy (98%)","98% Accuracy","Yes","No","","Melanoma diagnosis from dermoscopy images using artificial neural network"
"Hybrid Lempel–Ziv–Welch and clipped histogram equalization","Not informed","Adaptation","Yes","Compression","No","Not informed","MRI image","12","Not informed","Yes (median filter)","Not informed","No","Not informed","Yes","Compression ratio, peak signal to noise ratio and mean square error","Greater performance compared to previous technique","No","Not informed","None","Hybrid Lempel–Ziv–Welch and clipped histogram equalization based medical image compression"
"Multilayer Perceptron Neural Network (MLP NN)","Yes","New","No","Classification","Yes","Melanoma","Not informed","15","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy","85.71%","No","No","","First-order Feature Extraction Methods for Image Texture and Melanoma Skin Cancer Detection"
"Bayesian deep networks","Yes","Adaptation","No","Classification","Not informed","Various","HAM10000 dataset","79 images","Yes (7 common skin lesion categories)","Not informed","Monte Carlo dropout and physician-friendly machine learning workflow","DenseNet-169 model as baseline","No data augmentation techniques applied","Yes (compared with DenseNet-169)","Accuracy, classification accuracy of 90%","83.59% diagnostic performance boost without additional parameters or heavy computation","No comparison to state-of-the-art methods mentioned in the paper","Not informed (only tested on HAM10000 dataset)","None explicitly stated, but potential limitations may include reliance on a specific dataset and model architecture","Risk-aware machine learning classifier for skin lesion diagnosis"
"Multi-grid phase field model","Yes","New","No","Segmentation","Not informed","Various","Clinical dataset (12 images)","12","Not informed","Not informed","Ground truth given by a dermatologist","No","Not informed","Yes (reference methods)","Dice index, Sensitivity","59% Dice index increase if initialization covers entire lesion","No","No","Underestimation of tumor volumes","Multi-grid phase field skin tumor segmentation in 3D ultrasound images"
"Fuzzy based classification approach","Yes","New","No","Classification","Not informed","Various","Not informed","0","Not informed","Yes","Not informed","No","Not informed","No","Not informed","Not informed","No","Yes","None","A scheme to classify skin through geographic distribution of tonalities using fuzzy based classification approach"
"Fuzzy Logic and GLCM","Yes","New","No","Classification","Yes","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","","Skin Cancer Diagnosis by Using Fuzzy Logic and GLCM"
"Firefly algorithm","Yes","Adaptation","No","Border reconstruction","Not informed","Melanoma","Medical images of melanomas","1","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","","Firefly algorithm approach for rational bézier border reconstruction of skin lesions from macroscopic medical images"
"Not informed","Yes","Not informed","No","Classification","Yes","Melanoma / Various","ISIC2018 datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy, Dice, IoU, AUC","89 FPS and great performance on the ISIC2018 datasets","Yes","No","Not informed","Skin Transcriptome of Middle-Aged Women Supplemented With Natural Herbo-mineral Shilajit Shows Induction of Microvascular and Extracellular Matrix Mechanisms"
"SqueezeNet","Yes","Adaptation","No","Classification","Not informed","Various","Not informed","1856","Yes","Not informed","Not informed","Yes","Not informed","No","Accuracy, Sensitivity, Specificity","97.21% Accuracy, 94.42% Sensitivity, 98.14% Specificity","Not informed","No","Not informed","An intelligent inflammatory skin lesions classification scheme for mobile devices"
"Deep-learning technology","Yes","Adaptation","No","Classification","Yes","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","No","Not informed","Not informed","No","No","Not informed","The Possibility of Deep Learning-Based, Computer-Aided Skin Tumor Classifiers"
"Pre-learned convolutional neural networks weights","No","Adaptation","Yes","Classification","Not informed","Not informed","ILSVRC library and seismic data","Millions of natural images","Not informed","Transforming seismic data to pseudo-RGB format","Not informed","Yes","Not informed","No","Not informed","Not informed","No","No","Limited amounts of data analyzed available for specialized work","Transforming seismic data into pseudo-RGB images to predict CO2 leakage using pre-learned convolutional neural networks weights"
"Neural style transfer","Yes","Adaptation","No","Classification","Not informed","Various","ISIC2018 datasets","21 images","Not informed","Yes (data augmentation)","Test and validation set","No","Neural style transfer based data augmentation","Yes","Not informed","Strong potential of the proposed approach (no specific result mentioned)","No","No","Not informed","Style transfer-based image synthesis as an efficient regularization technique in deep learning"
"DermoDeep","Yes","Adaptation","Yes","Classification","Yes","Melanoma and Nevus","Not informed","2800","No","Yes","Not informed","Not informed","Not informed","Yes","AUC, SE, SP","0.96 AUC (p < 0.001), 93% SE, 95% SP","Yes","No","Not informed","DermoDeep-A classification of melanoma-nevus skin lesions using multi-feature fusion of visual features and deep neural network"
