"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Separable-Unet with stochastic weight averaging","Yes","New","Yes","Segmentation","Yes","Melanoma and non-melanoma","ISIC 2016, ISIC 2017, PH2 datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Dice coefficient, Jaccard index","93.03% Dice coefficient, 89.25% Jaccard index (ISIC 2016), 86.93% Dice coefficient, 79.26% Jaccard index (ISIC 2017), 94.13% Dice coefficient, 89.40% Jaccard index (PH2)","Yes","Yes","Not informed","Efficient skin lesion segmentation using separable-Unet with stochastic weight averaging"
"Extended-Incremental Convolutional Neural Network (E-ICNN)","Yes","New","No","Classification","Yes","Various (Melanoma, Basal Cell Carcinoma, Actinic Keratosis, etc.)","ISIC 2018 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy","More than 95% accuracy","No","No","Not informed","Classification of Skin Lesions by using Extended-Incremental Convolutional Neural Network"
"Xception convolutional neural network","Yes","Adaptation","No","Classification","Yes","Basal cell carcinoma","Xiangya Skin Disease Dataset","150223","Not informed","Not informed","Not informed","Yes","Not informed","Yes","Accuracy, Area under curve (AUC)","93.596% accuracy, AUC values of 0.974 and 0.969","No","No","Not informed","Clinical image identification of basal cell carcinoma and pigmented nevi based on convolutional neural network"
"Attention Residual Learning Convolutional Neural Network (ARL-CNN)","Yes","New","Yes","Classification","Yes","Melanoma","ISIC-skin 2017 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","State-of-the-art performance","Yes","No","Not informed","Attention Residual Learning for Skin Lesion Classification"
"Automated deep learning design using Google Cloud AutoML","Yes","Not informed","No","Classification","Yes","Various (including skin lesions)","HAM10000 dataset, MESSIDOR, Guangzhou Medical University and Shiley Eye Institute datasets, NIH dataset","Not informed","Not informed","Not informed","Internal validation and external validation using Edinburgh Dermofit Library dataset","Not informed","Not informed","Yes, compared to state-of-the-art performing deep learning algorithms","Sensitivity, specificity, positive predictive value (precision), area under the precision recall curve (AUPRC)","High diagnostic properties and discriminative performance in internal validations (sensitivity 73·3–97·0%; specificity 67–100%; AUPRC 0·87–1·00)","Yes, comparable to state-of-the-art performing deep learning algorithms","Yes, tested on multiple datasets","Quality of open-access datasets, absence of measurement for precision (such as confidence intervals), and limited performance in external validation study","Automated deep learning design for medical image classification by health-care professionals with no coding experience: a feasibility study"
"Convolutional Neural Network (CNN)","Yes","Not informed","No","Classification","Yes","Melanoma","4204 biopsy-proven images of melanoma and nevi","804 (test set)","Yes (1:1 ratio of melanoma and nevi)","Not informed","Comparison with dermatologists' evaluations","Not informed","Not informed","Yes (dermatologists' evaluations)","Sensitivity, Specificity, Overall Correctness","82.3% Sensitivity, 77.9% Specificity","Yes (outperformed dermatologists)","No","Not informed","Deep neural networks are superior to dermatologists in melanoma image classification"
"SkinSeg - a machine learning approach","Yes","New","Yes","Identification of skin morphology","Yes","Not informed","UWB-RSOM data from 12 human participants","Not informed","Not informed","Yes (data processing and transformation)","Leave-one-out strategy","Not informed","Not informed","Yes (traditional machine learning and deep learning algorithms)","Classification accuracy","86.89% mean classification accuracy using Random Forest","No","No","Not informed","Fully automated identification of skin morphology in raster-scan optoacoustic mesoscopy using artificial intelligence"
"Not informed","Yes","Not informed","No","Prediction","Not informed","Melanoma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Need for prospective data","Prediction of melanoma evolution in melanocytic nevi via artificial intelligence: A call for prospective data"
"Not informed","Yes","Not informed","No","Review of dermoscopy in China","Not informed","Not informed","Chinese Skin Image Database","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Needs to address more challenges in the future","Dermoscopy in China: Current status and future prospective"
"Artificial Neural Network (ANN) with ABCD rule","Yes","Not informed","Yes","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Yes (black hair removal using Dull Razor algorithm, segmentation using Chan-Vese method)","Not informed","No","Not informed","No","Overall accuracy","98% overall accuracy","No","No","Not informed","Melanoma diagnosis from dermoscopy images using artificial neural network"
"Not informed","Yes","Not informed","Not informed","Review of deep learning techniques for cancer diagnosis","Not informed","Various (breast, lung, brain, skin)","Not informed","Not informed","Not informed","Pre-processing mentioned as part of framework","Not informed","Not informed","Not informed","No","ROC curve, AUC, F1 score, accuracy, specificity, sensitivity, precision, dice-coefficient, average accuracy, Jaccard index","Not informed","No","No","Not informed","Cancer diagnosis using deep learning: A bibliographic review"
"Hybrid Lempel–Ziv–Welch and clipped histogram equalization","No","Not informed","Yes","Compression","Not informed","Not informed","Magnetic resonance imaging (MRI) images","Not informed","Not informed","Yes (median filter)","Not informed","Not informed","Not informed","Yes","Compression ratio, peak signal to noise ratio, mean square error","Not informed","Yes","No","Not informed","Hybrid Lempel–Ziv–Welch and clipped histogram equalization based medical image compression"
"First-order feature extraction using 6 parameters","Yes","Not informed","No","Classification","Yes","Melanoma","Not informed","4 sets of test images","Not informed","Not informed","Not informed","No","Not informed","No","Accuracy","85.71% accuracy","No","No","Not informed","First-order Feature Extraction Methods for Image Texture and Melanoma Skin Cancer Detection"
"Risk-aware Bayesian deep learning classifier","Yes","New","No","Classification","Yes","Various (7 common skin lesion categories)","HAM10000 dataset","Not informed","Not informed","Not informed","Not informed","Yes (using DenseNet-169 model)","Not informed","Yes","Classification accuracy","90% classification accuracy with hybrid physician-machine workflow","No","No","Not informed","Risk-aware machine learning classifier for skin lesion diagnosis"
"Multi-grid phase field model","Yes","New","Yes","Segmentation","Not informed","Skin tumor","Clinical dataset of 12 images","12","Not informed","Not informed","Comparison with reference methods","Not informed","Not informed","Yes","Sensitivity, Dice index","12% increase in sensitivity, 59% increase in Dice index","No","No","Not informed","Multi-grid phase field skin tumor segmentation in 3D ultrasound images"
"Fuzzy-based classification approach","Yes","New","No","Classification","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","A scheme to classify skin through geographic distribution of tonalities using fuzzy based classification approach"
"Fuzzy Logic and GLCM","Yes","New","Yes","Diagnosis","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","No","Not informed","Good results (implementation section)","No","No","Not informed","Skin Cancer Diagnosis by Using Fuzzy Logic and GLCM"
"Firefly algorithm for rational Bézier border reconstruction","Yes","Not informed","No","Border reconstruction","Not informed","Melanoma","Macroscopic medical images of melanomas","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Firefly algorithm approach for rational bézier border reconstruction of skin lesions from macroscopic medical images"
"Not informed","No","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Skin Transcriptome of Middle-Aged Women Supplemented With Natural Herbo-mineral Shilajit Shows Induction of Microvascular and Extracellular Matrix Mechanisms"
"i-Rash classification scheme using SqueezeNet","Yes","Adaptation","No","Classification","Yes","Not informed (inflammatory skin lesions)","Skin image dataset (1856 images)","1856","Not informed","Not informed","Not informed","Yes","Not informed","No","Accuracy, Sensitivity, Specificity","97.21% Accuracy, 94.42% Sensitivity, 98.14% Specificity","No","No","Not informed","An intelligent inflammatory skin lesions classification scheme for mobile devices"
"Not informed","Yes","Not informed","Not informed","Classification","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","The Possibility of Deep Learning-Based, Computer-Aided Skin Tumor Classifiers"
"Transfer learning using pre-trained CNN weights","No","Adaptation","Yes","Prediction","Yes","Not informed","ILSVRC library, seismic data","Not informed","Not informed","Transformation of seismic data into pseudo-RGB format","Not informed","Yes","Not informed","No","Not informed","Not informed","No","Yes","Limited amounts of data available for specialized work","Transforming seismic data into pseudo-RGB images to predict CO2 leakage using pre-learned convolutional neural networks weights"
